IBFL|453821100|2007-12-20 00:00:00|17.5|17.5|17.5|17.5|418
GMTI|395379308|2007-12-20 00:00:00|0.49|0.49|0.45|0.45|6400
GCAN|36467N109|2007-12-20 00:00:00|0.4|0.4|0.4|0.4|6000
FSRL|33615Q100|2007-12-20 00:00:00|11.5|11.5|11.5|11.5|1246
FDBC|31609R100|2007-12-20 00:00:00|29.25|29.25|29.0|29.0|400
EPLN|294276100|2007-12-20 00:00:00|0.63|0.65|0.63|0.65|16000
ESBS|296049109|2007-12-20 00:00:00|7.26|8.0|7.26|7.97|650
ENVK|29404N209|2007-12-20 00:00:00|0.41|0.46|0.41|0.45|11500
EESH|28201N107|2007-12-20 00:00:00|0.96|0.96|0.9|0.95|18100
EACO|26824A106|2007-12-20 00:00:00|0.42|0.42|0.42|0.42|2360
CNSC|15201T101|2007-12-20 00:00:00|0.017|0.024|0.015|0.015|667950
CECB|149841108|2007-12-20 00:00:00|9.5|9.5|9.5|9.5|364
BMOD|090627100|2007-12-20 00:00:00|0.17|0.24|0.17|0.24|1200
AUCAF|052562105|2007-12-20 00:00:00|0.474|0.48|0.474|0.63|6100
ARVY|01878N106|2007-12-20 00:00:00|0.17|0.19|0.17|0.19|29000
AOXY|00754B103|2007-12-20 00:00:00|0.008|0.008|0.008|0.008|1500
AITX|008920100|2007-12-20 00:00:00|0.17|0.18|0.14|0.2|66940
ABNS|01853V107|2007-12-20 00:00:00|7.25|7.5|6.8|7.1|10150
XKE|21988G619|2007-12-20 00:00:00|8.4|8.64|8.24|8.3|36700
CMIN|203004106|2007-12-20 00:00:00|0.78|0.82|0.78|0.8|33000
MXB|PSEUDO1408198|2007-12-20 00:00:00|28.95|29.01|28.89|28.89|197800
FTFN|307283200|2007-12-20 00:00:00|0.5|0.5|0.5|0.5|4216
GENX|37227T105|2007-12-20 00:00:00|0.15|0.15|0.15|0.29|385
EVRL|300362100|2007-12-20 00:00:00|0.0002|0.0002|0.0002|0.0002|50000
FAVE|316700103|2007-12-20 00:00:00|0.011|0.013|0.0095|0.0095|298736
ELXS|268613205|2007-12-20 00:00:00|2.25|2.25|2.0|2.0|1700
DCUT|253616106|2007-12-20 00:00:00|0.0004|0.0005|0.0002|0.0005|54283598
CRZY|225233105|2007-12-20 00:00:00|20.6|20.6|20.6|20.6|200
CCCI|16936M106|2007-12-20 00:00:00|0.038|0.038|0.038|0.038|6000
AQWT|03841F103|2007-12-20 00:00:00|0.16|0.25|0.16|0.25|8400
AHAG|020781100|2007-12-20 00:00:00|0.01|0.01|0.01|0.01|5000
ADIN|05366P101|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|2000
AGLF|048556104|2007-12-20 00:00:00|0.0005|0.0007|0.0005|0.0007|25017
USFI|90342T104|2007-12-20 00:00:00|0.39|0.39|0.39|0.39|2500
RBCF|\N|2007-12-20 00:00:00|3.2|3.21|3.2|3.21|3000
REDI|75962A105|2007-12-20 00:00:00|0.001|0.001|0.0005|0.0006|197564
PFSD|694944109|2007-12-20 00:00:00|0.06|0.095|0.06|0.095|124600
MITK|606710200|2007-12-20 00:00:00|0.33|0.33|0.33|0.33|29900
MXES|57683Q106|2007-12-20 00:00:00|0.0037|0.0037|0.0036|0.0037|8002
LGHL|54141A104|2007-12-20 00:00:00|1.65|1.65|1.59|1.6|4000
KNOS|50105X106|2007-12-20 00:00:00|0.018|0.018|0.0131|0.014|675493
HBKA|430893107|2007-12-20 00:00:00|14.25|14.25|14.25|14.25|100
GRRB|386627103|2007-12-20 00:00:00|11.0|11.0|11.0|11.0|200
YTBLA|98425R101|2007-12-20 00:00:00|1.12|1.12|1.05|1.07|108931
SCIE|84760E301|2007-12-20 00:00:00|1.08|1.08|0.98|1.0|21352
PVLN|703840108|2007-12-20 00:00:00|66.35|66.35|66.35|66.35|204
NSCT|637479106|2007-12-20 00:00:00|0.023|0.025|0.023|0.025|116376
NTMI|62940W201|2007-12-20 00:00:00|0.03|0.034|0.021|0.03|149222
LGFT|54303Q103|2007-12-20 00:00:00|1.5|2.0|1.01|1.01|3349
HTLJ|42236H100|2007-12-20 00:00:00|0.36|0.38|0.36|0.36|5714
FNDS|360869101|2007-12-20 00:00:00|1.49|1.5|1.45|1.45|4250
FIBP|320557101|2007-12-20 00:00:00|13.25|13.25|13.25|13.25|200
CNVB|196121107|2007-12-20 00:00:00|21.0|21.0|21.0|21.0|500
AGNM|005015102|2007-12-20 00:00:00|0.911|0.96|0.88|0.94|38497
AGFL|02639A102|2007-12-20 00:00:00|1.2|1.2|0.97|1.01|154588
UGHO|913586103|2007-12-20 00:00:00|0.047|0.047|0.044|0.046|267867
UDTT|913459103|2007-12-20 00:00:00|0.0012|0.0014|0.0009|0.0009|25414554
KSM|23338T101|2007-12-20 00:00:00|10.65|10.7|10.55|10.66|31200
FTAR|344912209|2007-12-20 00:00:00|4.58|4.7|4.58|4.7|10095
EHA|29364D811|2007-12-20 00:00:00|25.0199|25.0199|24.6|24.99|5400
DTF|23334J107|2007-12-20 00:00:00|13.47|13.66|13.46|13.5|110100
ZEGG|989270103|2007-12-20 00:00:00|0.02|0.02|0.02|0.02|5290
VSTI|925313108|2007-12-20 00:00:00|0.04|0.04|0.04|0.04|58510
SNDN|81688A106|2007-12-20 00:00:00|0.1|0.14|0.09|0.1|225500
IBBI|454670100|2007-12-20 00:00:00|10.0|10.0|10.0|10.0|2233
HCBP|41752W103|2007-12-20 00:00:00|10.5|10.5|10.5|10.5|4000
GVSS|36242E200|2007-12-20 00:00:00|0.95|1.01|0.95|1.01|18300
GABA|373114107|2007-12-20 00:00:00|12.7|12.7|12.7|12.7|200
FRLK|346331101|2007-12-20 00:00:00|0.075|0.075|0.075|0.075|1000
FBOD|319307104|2007-12-20 00:00:00|2.85|2.85|2.75|2.75|5500
ENBN|293742102|2007-12-20 00:00:00|4.85|4.85|4.85|4.85|1000
ENGO|293866109|2007-12-20 00:00:00|1.7|1.7|1.7|1.7|4150
DRGG|26144E101|2007-12-20 00:00:00|0.095|0.103|0.095|0.103|34989
DIMC|25432W104|2007-12-20 00:00:00|46.35|46.35|46.35|46.35|200
VBFC|92705T101|2007-12-20 00:00:00|10.5|10.5|9.75|10.25|2000
CNCG|206065104|2007-12-20 00:00:00|0.008|0.011|0.008|0.008|2770
CCOP|204510101|2007-12-20 00:00:00|0.05|0.05|0.05|0.05|2000
BYCX|07301P105|2007-12-20 00:00:00|0.22|0.22|0.22|0.22|36980
BRBW|117030106|2007-12-20 00:00:00|11.48|11.48|11.48|11.48|2245
BORT|101250108|2007-12-20 00:00:00|32.35|32.35|32.35|32.35|100
ASDS|04349Y107|2007-12-20 00:00:00|0.58|0.65|0.58|0.65|600
APTI|00761E108|2007-12-20 00:00:00|0.38|0.38|0.38|0.38|12000
GCMN|38058A108|2007-12-20 00:00:00|0.29|0.29|0.29|0.29|1000
BKFG|PSEUDO1000002190|2007-12-20 00:00:00|2.07|2.1|2.07|2.1|23022
IEHC|44949K107|2007-12-20 00:00:00|1.9|2.1|1.9|2.1|1300
BLFS|09062W105|2007-12-20 00:00:00|0.065|0.065|0.065|0.065|1000
URCO|917027104|2007-12-20 00:00:00|1.9|1.91|1.81|1.9|45750
UPBS|91678P104|2007-12-20 00:00:00|0.11|0.16|0.11|0.12|44693
WMMVF|P98180105|2007-12-20 00:00:00|\N|3.72|3.62|3.64|39600
RIOCF|766910103|2007-12-20 00:00:00|\N|21.4695|21.115|21.3563|1530
CHSCP|12542R209|2007-12-20 00:00:00|25.0|25.23|24.9|25.1|4682
BFED|073582108|2007-12-20 00:00:00|10.01|10.02|10.0|10.02|15956
SQUM|81735E101|2007-12-20 00:00:00|0.15|0.161|0.13|0.13|260590
WNYN|934639105|2007-12-20 00:00:00|0.008|0.009|0.0077|0.0077|1760875
WTAR|941092108|2007-12-20 00:00:00|0.1|0.105|0.1|0.105|261500
VCSY|92532R203|2007-12-20 00:00:00|0.011|0.012|0.011|0.012|152391
VCBB|923032106|2007-12-20 00:00:00|12.0|12.0|11.25|11.25|8350
UPDA|91379U105|2007-12-20 00:00:00|0.022|0.0285|0.022|0.027|13041547
USHP|90342H100|2007-12-20 00:00:00|0.65|0.65|0.65|0.65|200
TYRIA|89532A107|2007-12-20 00:00:00|0.0001|0.0002|0.0001|0.0002|800000
SVSE|828234203|2007-12-20 00:00:00|0.007|0.007|0.006|0.006|206350
STBI|864087101|2007-12-20 00:00:00|15.25|15.9|15.25|15.9|7728
SUFH|\N|2007-12-20 00:00:00|0.11|0.125|0.11|0.125|50740
SSWC|84764R100|2007-12-20 00:00:00|0.0002|0.0003|0.0002|0.0003|36451530
SOLM|83426W101|2007-12-20 00:00:00|0.28|0.28|0.27|0.271|96699
SLNH|\N|2007-12-20 00:00:00|0.84|0.85|0.75|0.75|11900
SCNI|80603Q105|2007-12-20 00:00:00|0.05|0.05|0.05|0.05|635
SBJX|86428P107|2007-12-20 00:00:00|0.025|0.03|0.025|0.0255|125600
ROTB|778791103|2007-12-20 00:00:00|0.09|0.09|0.077|0.086|65632
QNTO|74732T106|2007-12-20 00:00:00|9.0|9.0|9.0|9.0|5234
PVCT|74373F100|2007-12-20 00:00:00|1.86|1.87|1.82|1.85|62777
PPFC|69806X108|2007-12-20 00:00:00|6.5|6.5|6.5|6.5|1000
PLKC|72705B102|2007-12-20 00:00:00|0.0016|0.0018|0.0015|0.0017|4756928
NSSI|64121N109|2007-12-20 00:00:00|1.43|1.43|1.4|1.43|4000
MSHI|55376F106|2007-12-20 00:00:00|0.46|0.46|0.4|0.43|15800
MVOG|57774W103|2007-12-20 00:00:00|0.01|0.013|0.01|0.01|227282
MCVI|584639207|2007-12-20 00:00:00|1.65|1.65|1.65|1.65|1000
KYCN|493422307|2007-12-20 00:00:00|13.0|13.5|13.0|13.5|300
IWEB|451034201|2007-12-20 00:00:00|0.56|0.59|0.551|0.57|16100
IMCB|45881M100|2007-12-20 00:00:00|13.1|13.2|13.0|13.2|900
HNIN|440591105|2007-12-20 00:00:00|0.192|0.22|0.172|0.215|88925
HLSYF|G4604M106|2007-12-20 00:00:00|8.25|8.25|8.2|8.2|8608
HLOSF|40637D108|2007-12-20 00:00:00|0.286|0.33|0.286|0.33|17536
HBRF|42982Y208|2007-12-20 00:00:00|4.3|4.3|4.15|4.15|29650
GTVCF|37958D105|2007-12-20 00:00:00|0.163|0.163|0.163|0.163|2000
GLGT|37946L102|2007-12-20 00:00:00|0.0245|0.029|0.025|0.025|205000
FVRG|96683U204|2007-12-20 00:00:00|1.35|1.35|1.35|1.35|1000
FGOC|651362105|2007-12-20 00:00:00|0.87|0.88|0.87|0.88|21300
FASC|31846W102|2007-12-20 00:00:00|0.016|0.021|0.016|0.019|832800
ELST|285848107|2007-12-20 00:00:00|0.75|0.85|0.75|0.85|845
ESWW|29408K102|2007-12-20 00:00:00|0.49|0.53|0.49|0.49|138898
EGLF|286186101|2007-12-20 00:00:00|0.151|0.155|0.151|0.151|34500
DSFN|23331W101|2007-12-20 00:00:00|11.25|11.25|11.25|11.25|13500
CYKN|23247T101|2007-12-20 00:00:00|0.251|0.27|0.251|0.251|42758
CUSIF|231624107|2007-12-20 00:00:00|0.07|0.08|0.065|0.065|55490
CRCUF|13722D101|2007-12-20 00:00:00|0.35|0.35|0.326|0.34|22350
CKGT|16939W101|2007-12-20 00:00:00|0.81|0.85|0.78|0.8|70382
CDGEF|12507A100|2007-12-20 00:00:00|0.05|0.05|0.05|0.05|15400
CAON|380724500|2007-12-20 00:00:00|0.11|0.11|0.11|0.11|100
BNGOF|G11152108|2007-12-20 00:00:00|0.32|0.34|0.32|0.33|87750
BMXI|114270101|2007-12-20 00:00:00|0.3|0.33|0.28|0.33|10200
BCLI|10501E102|2007-12-20 00:00:00|0.6|0.63|0.6|0.6|2017
PCYG|700215304|2007-12-20 00:00:00|2.97|3.0|2.97|3.0|3304
ORFR|685929101|2007-12-20 00:00:00|1.95|1.95|1.95|1.95|1970
HCTL|M5296L135|2007-12-20 00:00:00|1.08|1.08|0.9|0.91|14850
EMQ|29364N876|2007-12-20 00:00:00|24.24|24.33|23.9|24.05|22400
SWPOF|803914209|2007-12-20 00:00:00|\N|12.22|11.885|12.0288|5448
SCMWY|871013108|2007-12-20 00:00:00|\N|38.0|37.6|37.7|84450
SKYL|83083P100|2007-12-20 00:00:00|0.005|0.008|0.005|0.008|10500
NTDOY|654445303|2007-12-20 00:00:00|\N|69.95|68.76|69.4|181440
NDBKY|63975K104|2007-12-20 00:00:00|\N|37.0|36.1|36.1|3828
LRLCY|502117203|2007-12-20 00:00:00|\N|27.5|27.1|27.5|40416
HYRF|448871103|2007-12-20 00:00:00|0.006|0.0065|0.006|0.0065|11000
ELSF|294069307|2007-12-20 00:00:00|0.001|0.001|0.001|0.001|300
EPXR|294262100|2007-12-20 00:00:00|0.08|0.19|0.08|0.19|1100
NILSY|46626D108|2007-12-20 00:00:00|\N|265.45|264.0|264.0|3679
NDEKY|654802206|2007-12-20 00:00:00|\N|504.06|495.0|497.0|800
MARUY|573810207|2007-12-20 00:00:00|\N|69.55|68.8|68.91|559
CVST|223574104|2007-12-20 00:00:00|0.52|0.53|0.52|0.52|136990
CORR|220261101|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|1000000
BEVFF|081906109|2007-12-20 00:00:00|\N|0.17|0.144|0.1546|25335
AMHI|025929209|2007-12-20 00:00:00|0.01|0.01|0.01|0.01|89000
TRSI|897067104|2007-12-20 00:00:00|0.0007|0.0008|0.0007|0.0008|9964350
SSTY|86866W101|2007-12-20 00:00:00|0.0001|0.0001|0.0001|0.0001|2210000
SMXT|82862P109|2007-12-20 00:00:00|0.39|0.39|0.39|0.39|5100
OGBY|677007205|2007-12-20 00:00:00|33.75|33.75|33.75|33.75|1500
GSPI|393411103|2007-12-20 00:00:00|0.049|0.05|0.043|0.047|625900
GCHC|39167H109|2007-12-20 00:00:00|0.4|0.4|0.4|0.4|500
GLBM|PSEUDO1000003744|2007-12-20 00:00:00|0.001|0.001|0.0007|0.001|2302259
FNGC|306067109|2007-12-20 00:00:00|0.0065|0.007|0.0065|0.007|153144
EUOT|298796103|2007-12-20 00:00:00|0.0015|0.0015|0.0015|0.0015|22710
ENTX|293850103|2007-12-20 00:00:00|0.29|0.32|0.29|0.29|22700
CICG|125436105|2007-12-20 00:00:00|0.24|0.26|0.24|0.26|162000
UCHB|\N|2007-12-20 00:00:00|0.036|0.036|0.036|0.036|1100
TWRT|891861106|2007-12-20 00:00:00|10.9|11.1|10.85|11.1|9600
TITAF|887902104|2007-12-20 00:00:00|0.37|0.38|0.302|0.32|19000
TCCO|878409101|2007-12-20 00:00:00|5.1|5.1|5.1|5.1|10000
SYMD|871627105|2007-12-20 00:00:00|0.62|0.63|0.61|0.61|157045
